,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
189,D000600,1961-09-25,N00025337,,440 Cannon House Office Building,0,mdiazbalart,202-225-8576,H2FL25018,2002,Mario Diaz-Balart,M,DIAZ-BALART,FL25,R,202-225-4211,MarioDB,24312,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,http://mariodiazbalart.house.gov,https://youtube.com/MarioDiazBalart
190,C001107,1980-03-01,N00035403,,1404 Longworth House Office Building,0,repcurbelo,,H4FL26038,2014,Carlos Curbelo,M,CURBELO,FL26,R,202-225-2778,RepCurbelo,,,http://curbelo.house.gov,
191,R000435,1952-07-15,N00002858,,2206 Rayburn House Office Building,0,iroslehtinen,202-225-5620,H0FL18025,1989,Ileana Ros-Lehtinen,F,ROSLEHTINEN,FL27,R,202-225-3931,RosLehtinen,26815,https://ros-lehtinen.house.gov/contact-me/email-me,http://ros-lehtinen.house.gov,https://youtube.com/IleanaRosLehtinen
192,N000032,1942-09-29,N00009926,,716 Hart Senate Office Building,0,,202-228-2183,S8FL00166,2000,Bill Nelson,M,NELSON,FLS1,D,202-224-5274,SenBillNelson,1606,https://www.billnelson.senate.gov/contact-bill,https://www.billnelson.senate.gov,https://youtube.com/senbillnelson
193,R000595,1971-05-28,N00030612,Lost pres primary,284 Russell Senate Office Building,0,SenatorMarcoRubio,202-228-0285,S0FL00338,2010,Marco Rubio,M,RUBIO,FLS2,R,202-224-3041,SenRubioPress,1601,http://www.rubio.senate.gov/public/index.cfm/contact,https://www.rubio.senate.gov,https://youtube.com/SenatorMarcoRubio
194,M001180,1947-03-28,N00031681,,2239 Rayburn House Office Building,0,RepMcKinley,202-225-7564,H0WV01072,2010,David McKinley,M,MCKINLEY,WV01,R,202-225-4172,RepMcKinley,117396,https://mckinleyforms.house.gov/email-me,https://mckinley.house.gov,https://youtube.com/RepDavidMcKinley
195,M001195,1971-06-05,N00033814,,1232 Longworth House Office Building,0,CongressmanAlexMooney,202-225-7856,H4WV02080,2014,Alex Mooney,M,MOONEY,WV02,R,202-225-2711,RepAlexMooney,,,https://mooney.house.gov,
196,J000297,1960-09-12,N00035531,,1609 Longworth House Office Building,0,RepEvanJenkins,202-225-9061,H4WV03070,2014,Evan Jenkins,M,JENKINS,WV03,R,202-225-3452,RepEvanJenkins,,,https://evanjenkins.house.gov,
197,M001183,1947-08-24,N00032838,,306 Hart Senate Office Building,0,JoeManchinIII,202-228-0002,S0WV00090,2010,Joe Manchin,M,MANCHIN,WVS1,D,202-224-3954,Sen_JoeManchin,7547,http://www.manchin.senate.gov/public/index.cfm/contact-form,https://www.manchin.senate.gov/public,https://youtube.com/SenatorJoeManchin
198,C001047,1953-11-26,N00009771,,172 Russell Senate Office Building,0,senshelley,202-225-7856,H0WV02138,2014,Shelley Moore Capito,F,CAPITO,WVS2,R,202-224-6472,SenCapito,11701,https://www.capito.senate.gov/contact/contact-shelley,https://www.capito.senate.gov,https://youtube.com/UCbiXdR4XQ3vD9Xp5lfR9QXw
199,C001103,1957-09-06,N00035346,,432 Cannon House Office Building,0,congressmanbuddycarter,202-226-2269,H4GA01039,2014,Buddy Carter,M,CARTER,GA01,R,202-225-5831,RepBuddyCarter,,,http://buddycarter.house.gov,
200,B000490,1947-02-04,N00002674,,2407 Rayburn House Office Building,0,sanfordbishop,202-225-2203,H2GA02031,1992,Sanford Bishop,M,BISHOP,GA02,D,202-225-3631,SanfordBishop,26817,http://bishop.house.gov/contact,http://bishop.house.gov,https://youtube.com/RepSanfordBishop
201,W000796,1950-04-02,N00026163,Retired at end of 114th,2202 Rayburn House Office Building,4,pages/foo/71389451419,202-225-2515,H4GA08067,2004,Lynn A Westmoreland,M,WESTMORELAND,GA03,R,202-225-5901,RepWestmoreland,8001,https://westmoreland.house.gov/email-me,http://westmoreland.house.gov,http://youtube.com/RepLynnWestmoreland
202,J000288,1954-10-02,N00027848,,2240 Rayburn House Office Building,0,115356957005,202-226-0691,H6GA04129,2006,Hank Johnson,M,JOHNSON,GA04,D,202-225-1605,RepHankJohnson,68070,https://hankjohnson.house.gov/contact-me/email-me,https://hankjohnson.house.gov,https://youtube.com/RepHankJohnson
203,L000287,1940-02-21,N00002577,,343 Cannon House Office Building,0,RepJohnLewis,202-225-0351,H6GA05217,1986,John Lewis,M,LEWIS,GA05,D,202-225-3801,RepJohnLewis,26820,https://johnlewis.house.gov/contact-me/email-me-zip,https://johnlewis.house.gov,https://youtube.com/repjohnlewis
204,P000591,1954-10-08,N00026160,,100 Cannon House Office Building,0,reptomprice,202-225-4656,H4GA06087,2004,Tom Price,M,PRICE,GA06,R,202-225-4501,RepTomPrice,11853,https://tomprice.house.gov/contact-me,https://tomprice.house.gov,https://youtube.com/RepTomPrice
205,W000810,1970-02-11,N00032416,,1724 Longworth House Office Building,0,RepRobWoodall,202-225-4696,H0GA07133,2010,Rob Woodall,M,WOODALL,GA07,R,202-225-4272,RepRobWoodall,122251,https://woodall.house.gov/contact-me/email-me,https://woodall.house.gov,https://youtube.com/RobWoodallGA07
206,S001189,1969-12-10,N00032457,,2417 Rayburn House Office Building,0,RepAustinScott,202-225-3013,H0GA08099,2010,Austin Scott,M,SCOTT,GA08,R,202-225-6531,AustinScottGA08,11812,https://austinscott.house.gov/email-me/,https://austinscott.house.gov,https://youtube.com/RepAustinScott
207,C001093,1966-08-16,N00033518,,1504 Longworth House Office Building,0,RepresentativeDougCollins,202-226-1224,H2GA09150,2012,Doug Collins,M,COLLINS,GA09,R,202-225-9893,RepDougCollins,67851,https://dougcollins.house.gov/email-me,https://dougcollins.house.gov,https://youtube.com/repdougcollins
208,H001071,1960-04-22,N00032243,,324 Cannon House Office Building,0,CongressmanJodyHice,202-226-0776,H0GA07125,2014,Jody B Hice,M,HICE,GA10,R,202-225-4101,congressmanhice,,,https://hice.house.gov,
209,L000583,1963-12-22,N00035347,,329 Cannon House Office Building,0,reploudermilk,202-225-2944,H4GA11061,2014,Barry Loudermilk,M,LOUDERMILK,GA11,R,202-225-2931,RepLoudermilk,,,http://loudermilk.house.gov,
210,A000372,1951-11-07,N00033720,,426 Cannon House Office Building,0,CongressmanRickAllen,202-225-3377,H0GA02241,2014,Richard W Allen,M,ALLEN,GA12,R,202-225-2823,reprickallen,,,http://allen.house.gov,
211,S001157,1945-06-27,N00024871,,225 Cannon House Office Building,0,113303673339,202-225-4628,H2GA13012,2002,David Scott,M,SCOTT,GA13,D,202-225-2939,RepDavidScott,7826,https://davidscott.house.gov/contact/contactform.htm,http://davidscott.house.gov,https://youtube.com/RepDavidScott
212,G000560,1970-02-03,N00030788,,2078 Rayburn House Office Building,0,reptomgraves,202-225-8272,H0GA09030,2010,Tom Graves,M,GRAVES,GA14,R,202-225-5211,RepTomGraves,31969,http://tomgraves.house.gov/contact/,http://tomgraves.house.gov,https://youtube.com/CongressmanGraves
213,P000612,1949-12-10,N00035516,,383 Russell Senate Office Building,0,SenatorDavidPerdue,,S4GA11285,2014,David Perdue,M,PERDUE,GAS1,R,202-224-3521,sendavidperdue,,https://www.perdue.senate.gov/connect/email,https://www.perdue.senate.gov,
214,I000055,1944-12-28,N00002593,,131 Russell Senate Office Building,0,,202-228-0724,S6GA00119,2004,Johnny Isakson,M,ISAKSON,GAS2,R,202-224-3643,SenatorIsakson,1721,https://www.isakson.senate.gov/public/index.cfm/email-me,https://www.isakson.senate.gov,https://youtube.com/SenatorIsakson
215,B001283,1975-06-15,N00033532,,216 Cannon House Office Building,0,CongressmanJimBridenstine,918-935-2716,H2OK01143,2012,James Bridenstine,M,BRIDENSTINE,OK01,R,202-225-2211,RepJBridenstine,135894,https://bridenstineforms.house.gov/forms/writeyourrep/,http://bridenstine.house.gov,https://youtube.com/RepJimBridenstine
216,M001190,1977-07-26,N00033410,,1113 Longworth House Office Building,0,RepMullin,202-225-3038,H2OK02083,2012,Markwayne Mullin,M,MULLIN,OK02,R,202-225-2701,RepMullin,135898,https://mullin.house.gov/contact/email-me,https://mullin.house.gov,
217,L000491,1960-01-06,N00005559,,2405 Rayburn House Office Building,0,7872057395,202-225-8698,H4OK06056,1994,Frank D Lucas,M,LUCAS,OK03,R,202-225-5565,RepFrankLucas,27032,https://lucas.house.gov/contact-me/email-me,http://lucas.house.gov,https://youtube.com/RepFrankLucas
218,C001053,1949-04-28,N00025726,,2467 Rayburn House Office Building,0,TomColeOK04,202-225-3512,H2OK04055,2002,Tom Cole,M,COLE,OK04,R,202-225-6165,TomColeOK04,46034,https://coleforms.house.gov/contact/default.aspx,https://cole.house.gov,https://youtube.com/reptomcole
219,R000604,1963-05-25,N00036175,,128 Cannon House Office Building,0,reprussell,202-226-1463,H4OK05132,2014,Steven Russell,M,RUSSELL,OK05,R,202-225-2132,RepRussell,,,https://russell.house.gov,
220,L000575,1968-03-04,N00031129,,316 Hart Senate Office Building,0,SenatorLankford,,H0OK05114,2014,James Lankford,M,LANKFORD,OKS1,R,202-224-5754,SenatorLankford,124938,http://www.lankford.senate.gov/contact/email,https://www.lankford.senate.gov,https://youtube.com/SenatorLankford
221,I000024,1934-11-17,N00005582,,205 Russell Senate Office Building,0,jiminhofe,202-228-0380,S4OK00083,1994,James M Inhofe,M,INHOFE,OKS2,R,202-224-4721,InhofePress,27027,https://www.inhofe.senate.gov/contact,https://www.inhofe.senate.gov,https://youtube.com/jiminhofepressoffice
222,R000582,1945-07-21,N00028463,,336 Cannon House Office Building,0,DrPhilRoe,202-225-6356,H6TN01388,2008,Phil Roe,M,ROE,TN01,R,202-225-6356,DrPhilRoe,65306,https://roe.house.gov/contact/contactform.htm?zip5=37813&zip4=1659,http://roe.house.gov,https://youtube.com/drphilroe
223,D000533,1947-07-21,N00003209,,2207 Rayburn House Office Building,0,CongressmanDuncan,202-225-6440,H8TN02069,1988,John J Duncan Jr.,M,DUNCAN,TN02,R,202-225-5435,RepJohnDuncanJr,27069,https://duncan.house.gov/contact-me/email-me,http://duncan.house.gov,https://youtube.com/RepJohnDuncan
224,F000459,1962-10-11,N00030815,,2410 Rayburn House Office Building,0,repchuck,202-225-3494,H0TN03254,2010,Chuck Fleischmann,M,FLEISCHMANN,TN03,R,202-225-3271,RepChuck,123456,https://fleischmann.house.gov/contact-me/email-me,http://fleischmann.house.gov,https://youtube.com/repchuck
225,D000616,1964-02-21,N00030957,,2301 Rayburn House Office Building,0,ScottDesJarlaisTN04,202-226-5172,H0TN04195,2010,Scott Desjarlais,M,DESJARLAIS,TN04,R,202-225-6831,DesJarlaisTN04,123473,http://desjarlais.house.gov/contact/email-me,https://desjarlais.house.gov,https://youtube.com/ScottDesJarlaisTN04
226,C000754,1954-06-19,N00003132,,1536 Longworth House Office Building,0,JimCooper,202-226-1035,H2TN05131,2002,Jim Cooper,M,COOPER,TN05,D,202-225-4311,RepJimCooper,48891,https://cooper.house.gov/contact/email-me,http://cooper.house.gov,https://youtube.com/RepJimCooper
227,B001273,1951-01-16,N00031539,,1131 Longworth House Office Building,0,DianeBlackTN06,202-225-6887,H0TN06257,2010,Diane Black,F,BLACK,TN06,R,202-225-4231,RepDianeBlack,25292,https://black.house.gov/contact-me/email-me,http://black.house.gov,https://youtube.com/RepDianeBlack
228,B001243,1952-06-06,N00003105,,2266 Rayburn House Office Building,0,marshablackburn,202-225-3004,H2TN06030,2002,Marsha Blackburn,F,BLACKBURN,TN07,R,202-225-2811,MarshaBlackburn,25186,https://blackburn.house.gov/contactform/email.htm,http://blackburn.house.gov,https://youtube.com/RepMarshaBlackburn
229,F000458,1973-02-07,N00031141,Retired at end of 114th,2452 Rayburn House Office Building,4,pages/foo/128861763849209,202-225-1765,H0TN08246,2010,Steve Fincher,M,FINCHER,TN08,R,202-225-4714,RepFincherTN08,124659,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,http://fincher.house.gov,http://youtube.com/CongressmanFincher
230,C001068,1949-05-24,N00003225,,2404 Rayburn House Office Building,0,CongressmanSteveCohen,202-225-5663,H6TN09068,2006,Steve Cohen,M,COHEN,TN09,D,202-225-3265,RepCohen,24340,https://cohen.house.gov/contact-me/email-me,https://cohen.house.gov,https://youtube.com/repcohen
231,C001071,1952-08-24,N00027441,,425 Dirksen Senate Office Building,0,bobcorker,202-228-0566,S6TN00216,2006,Bob Corker,M,CORKER,TNS1,R,202-224-3344,SenBobCorker,65905,https://www.corker.senate.gov/public/index.cfm/emailme,https://www.corker.senate.gov,https://youtube.com/senatorcorker
232,A000360,1940-07-03,N00009888,,455 Dirksen Senate Office Building,0,senatorlamaralexander,202-228-3398,S2TN00058,2002,Lamar Alexander,M,ALEXANDER,TNS2,R,202-224-4944,SenAlexander,15691,http://www.alexander.senate.gov/public/index.cfm?p=Email,https://www.alexander.senate.gov/public,https://youtube.com/lamaralexander
233,B001278,1954-10-14,N00033474,,439 Cannon House Office Building,0,congresswomanbonamici,202-225-9497,H2OR01133,2012,Suzanne Bonamici,F,BONAMICI,OR01,D,202-225-0855,RepBonamici,59641,https://bonamici.house.gov/contact-me/email-me,http://bonamici.house.gov,https://youtube.com/RepSuzanneBonamici
234,W000791,1957-01-10,N00007690,,2185 Rayburn House Office Building,0,repgregwalden,202-225-5774,H6OR02116,1998,Greg Walden,M,WALDEN,OR02,R,202-225-6730,RepGregWalden,2979,https://walden.house.gov/e-mail-greg,https://walden.house.gov,https://youtube.com/RepGregWalden
235,B000574,1948-08-16,N00007727,,1111 Longworth House Office Building,0,,202-225-8941,H6OR03064,1996,Earl Blumenauer,M,BLUMENAUER,OR03,D,202-225-4811,BlumenauerMedia,367,https://forms.house.gov/blumenauer/webforms/issue_subscribe.html,https://blumenauer.house.gov,https://youtube.com/RepBlumenauer
236,D000191,1947-05-27,N00007781,,2134 Rayburn House Office Building,0,RepPeterDeFazio,,H6OR04047,1986,Peter DeFazio,M,DEFAZIO,OR04,D,202-225-6416,RepPeterDeFazio,27037,https://defazio.house.gov/contact/email-me,http://defazio.house.gov,https://youtube.com/PeterDeFazio
237,S001180,1951-10-19,N00030071,,2431 Rayburn House Office Building,0,repschrader,202-225-5699,H8OR05107,2008,Kurt Schrader,M,SCHRADER,OR05,D,202-225-5711,RepSchrader,10813,https://schrader.house.gov/forms/writeyourrep/,http://schrader.house.gov,https://youtube.com/repkurtschrader
238,M001176,1956-10-24,N00029303,,313 Hart Senate Office Building,0,jeffmerkley,202-228-3997,S8OR00207,2008,Jeff Merkley,M,MERKLEY,ORS1,D,202-224-3753,SenJeffMerkley,23644,http://www.merkley.senate.gov/contact/,https://www.merkley.senate.gov,https://youtube.com/SenatorJeffMerkley
239,W000779,1949-05-03,N00007724,,221 Dirksen Senate Office Building,0,,202-228-2717,S6OR00110,1996,Ron Wyden,M,WYDEN,ORS2,D,202-224-5244,RonWyden,27036,https://www.wyden.senate.gov/contact/,https://www.wyden.senate.gov,https://youtube.com/senronwyden
240,L000573,1967-12-08,N00031377,,1523 Longworth House Office Building,0,raul.r.labrador,202-225-3029,H0ID01253,2010,Raul Labrador,M,LABRADOR,ID01,R,202-225-6611,Raul_Labrador,57391,https://labradorforms.house.gov/email-me,https://labrador.house.gov,https://youtube.com/RepLabrador
241,S001148,1950-09-08,N00006263,,2084 Rayburn House Office Building,0,96007744606,202-225-8216,H8ID02064,1998,Mike Simpson,M,SIMPSON,ID02,R,202-225-5531,CongMikeSimpson,2917,http://simpson.house.gov/contact/,http://simpson.house.gov,https://youtube.com/CongMikeSimpson
242,R000584,1943-05-03,N00029441,,483 Russell Senate Office Building,0,,202-224-2573,S8ID00092,2008,James E Risch,M,RISCH,IDS1,R,202-224-2752,SenatorRisch,2919,http://www.risch.senate.gov/public/index.cfm?p=Email,https://www.risch.senate.gov,https://youtube.com/SenatorJamesRisch
243,C000880,1951-05-20,N00006267,,239 Dirksen Senate Office Building,0,mikecrapo,202-228-1375,S8ID00027,1998,Mike Crapo,M,CRAPO,IDS2,R,202-224-6142,MikeCrapo,26830,http://www.crapo.senate.gov/contact/email.cfm,https://www.crapo.senate.gov,https://youtube.com/senatorcrapo
244,C001049,1956-07-27,N00012460,,2428 Rayburn House Office Building,0,109135405838588,202-226-3717,H0MO01066,2000,William L Clay Jr.,M,CLAY,MO01,D,202-225-2406,,8967,http://lacyclay.house.gov/contact-form/,https://lacyclay.house.gov,https://youtube.com/WilliamLacyClay
245,W000812,1962-09-13,N00033106,,435 Cannon House Office Building,0,RepAnnWagner,202-225-2563,H2MO02102,2012,Ann L Wagner,F,WAGNER,MO02,R,202-225-1621,RepAnnWagner,136083,https://wagner.house.gov/contact/email-me,http://wagner.house.gov,
246,L000569,1952-05-07,N00030026,,2230 Rayburn House Office Building,0,BlaineLuetkemeyer,202-225-5712,H8MO09153,2008,Blaine Luetkemeyer,M,LUETKEMEYER,MO03,R,202-225-2956,RepBlainePress,20400,https://luetkemeyer.house.gov/forms/writeyourrep/,http://luetkemeyer.house.gov,https://youtube.com/BLuetkemeyer
247,H001053,1960-10-13,N00031005,,2235 Rayburn House Office Building,0,Congresswoman.Hartzler,202-225-0148,H0MO04086,2010,Vicky Hartzler,F,HARTZLER,MO04,R,202-225-2876,RepHartzler,8783,https://hartzler.house.gov/contact-me/email-me,https://hartzler.house.gov,https://youtube.com/repvickyhartzler
248,C001061,1944-10-26,N00026790,,2335 Rayburn House Office Building,0,emanuelcleaverii,202-225-4403,H4MO05234,2004,Emanuel Cleaver,M,CLEAVER,MO05,D,202-225-4535,RepCleaver,39507,https://cleaver.house.gov/contact/email-me,http://cleaver.house.gov,https://youtube.com/repcleaver
249,G000546,1963-11-07,N00013323,,1135 Longworth House Office Building,0,118514606128,202-225-8221,H0MO06073,2000,Sam Graves,M,GRAVES,MO06,R,202-225-7041,RepSamGraves,9425,https://gravesforms.house.gov/email-sam,https://graves.house.gov,
250,L000576,1955-08-11,N00030676,,2454 Rayburn House Office Building,0,Rep.Billy.Long,202-225-5604,H0MO07113,2010,Billy Long,M,LONG,MO07,R,202-225-6536,USRepLong,123401,https://longforms.house.gov/email-billy,https://long.house.gov,https://youtube.com/MOdistrict7
251,S001195,1980-06-16,N00035282,,1118 Longworth House Office Building,0,repjasonsmith,202-226-0326,H4MO08162,2013,Jason Smith,M,SMITH,MO08,R,202-225-4404,RepJasonSmith,59318,https://jasonsmith.house.gov/contact/email-me,https://jasonsmith.house.gov,https://youtube.com/RepJasonSmith
252,B000575,1950-01-10,N00005195,,260 Russell Senate Office Building,0,SenatorBlunt,202-224-8149,H6MO07128,2010,Roy Blunt,M,BLUNT,MOS1,R,202-224-5721,RoyBlunt,418,https://www.blunt.senate.gov/public/index.cfm/contact-roy,https://www.blunt.senate.gov/public,https://youtube.com/SenatorBlunt
253,M001170,1953-07-24,N00027694,,503 Hart Senate Office Building,0,senatormccaskill,202-228-6326,S6MO00305,2006,Claire McCaskill,F,MCCASKILL,MOS2,D,202-224-6154,McCaskillOffice,2109,http://www.mccaskill.senate.gov/contact,https://www.mccaskill.senate.gov,https://youtube.com/SenatorMcCaskill
254,W000800,1947-05-02,N00000515,,2303 Rayburn House Office Building,0,PeterWelch,202-225-6790,H6VT00160,2006,Peter Welch,M,WELCH,VT01,D,202-225-4115,PeterWelch,51272,https://welch.house.gov/email-me,https://welch.house.gov,https://youtube.com/reppeterwelch
255,S000033,1941-09-08,N00000528,Running for President,332 Dirksen Senate Office Building,0,senatorsanders,202-228-0776,H8VT01016,2006,Bernie Sanders,M,SANDERS,VTS1,D,202-224-5141,SenSanders,27110,http://www.sanders.senate.gov/contact/comment,https://www.sanders.senate.gov,https://youtube.com/senatorsanders
256,L000174,1940-03-31,N00009918,,437 Russell Senate Office Building,0,SenatorPatrickLeahy,202-224-3479,S4VT00017,1974,Patrick Leahy,M,LEAHY,VTS2,D,202-224-4242,SenatorLeahy,53353,https://www.leahy.senate.gov/contact/,https://www.leahy.senate.gov,https://youtube.com/SenatorPatrickLeahy
257,R000570,1970-01-29,N00004357,,1233 Longworth House Office Building,0,speakerryan,202-225-3393,H8WI01024,1998,Paul Ryan,M,RYAN,WI01,R,202-225-3031,SpeakerRyan,26344,https://paulryan.house.gov/contact/email.htm#.U032ra1dU_d,http://paulryan.house.gov,https://youtube.com/reppaulryan
258,P000607,1964-08-14,N00033549,,1421 Longworth House Office Building,0,repmarkpocan,202-225-6942,H2WI02124,2012,Mark Pocan,M,POCAN,WI02,D,202-225-2906,RepMarkPocan,26238,https://pocan.house.gov/contact/email-me,http://pocan.house.gov,https://youtube.com/repmarkpocan
259,K000188,1963-03-16,N00004403,,1502 Longworth House Office Building,0,repronkind,202-225-5739,H6WI03099,1996,Ron Kind,M,KIND,WI03,D,202-225-5506,RepRonKind,630,https://kindforms.house.gov/email-ron,https://kind.house.gov,https://youtube.com/RepRonKind
260,M001160,1951-04-18,N00026914,,2252 Rayburn House Office Building,0,GwenSMoore,202-225-8135,H4WI04183,2004,Gwen Moore,F,MOORE,WI04,D,202-225-4572,RepGwenMoore,3457,https://gwenmoore.house.gov/contact-form,https://gwenmoore.house.gov,https://youtube.com/RepGwenMoore
261,S000244,1943-06-14,N00004291,,2449 Rayburn House Office Building,0,RepSensenbrenner,202-225-3190,H8WI09050,1978,F James Sensenbrenner Jr.,M,SENSENBRENNER,WI05,R,202-225-5101,JimPressOffice,27142,http://sensenbrenner.house.gov/contact/email.htm,http://sensenbrenner.house.gov,https://youtube.com/RepSensenbrenner
262,G000576,1955-07-03,N00036409,,1217 Longworth House Office Building,0,RepGrothman,202-225-2356,H4WI06048,2014,Glenn S Grothman,M,GROTHMAN,WI06,R,202-225-2476,RepGrothman,,,http://grothman.house.gov,
263,D000614,1971-10-03,N00030967,,2330 Rayburn House Office Building,0,RepSeanDuffy,202-225-3240,H0WI07051,2010,Sean P Duffy,M,DUFFY,WI07,R,202-225-3365,RepSeanDuffy,126238,http://duffy.house.gov/contact,https://duffy.house.gov,https://youtube.com/RepSeanDuffy
264,R000587,1956-04-05,N00030968,Retired at end of 114th,1513 Longworth House Office Building,4,pages/foo/157169920997203,202- 225-5729,H0WI08075,2010,Reid Ribble,M,RIBBLE,WI08,R,202-225-5665,RepRibble,126240,https://ribble.house.gov/contact-me/email-me,http://ribble.house.gov,http://youtube.com/RepRibble
265,B001230,1962-02-11,N00004367,,709 Hart,0,TammyBaldwin,202-225-6942,H8WI00018,2012,Tammy Baldwin,F,BALDWIN,WIS1,D,202-224-5653,SenatorBaldwin,3470,https://www.baldwin.senate.gov/feedback,https://www.baldwin.senate.gov,https://youtube.com/witammybaldwin
266,J000293,1955-04-08,N00032546,,328 Hart Senate Office Building,0,senronjohnson,920-230-7262,S0WI00197,2010,Ron Johnson,M,JOHNSON,WIS2,R,202-224-5323,SenRonJohnson,126217,https://www.ronjohnson.senate.gov/public/index.cfm/email-the-senator,https://www.ronjohnson.senate.gov,https://youtube.com/SenatorRonJohnson
267,P000597,1955-04-02,N00013817,,2162 Rayburn House Office Building,0,ChelliePingree,202-225-5590,H8ME01120,2008,Chellie Pingree,F,PINGREE,ME01,D,202-225-6116,ChelliePingree,6586,https://pingree.house.gov/email-me,https://pingree.house.gov,https://youtube.com/congresswomanpingree
268,P000611,1953-11-01,N00034584,,1208 Longworth House Office Building,0,RepPoliquin,202-225-2943,S2ME00158,2014,Bruce Poliquin,M,POLIQUIN,ME02,R,202-225-6306,RepPoliquin,,,https://poliquin.house.gov,
269,K000383,1944-03-31,N00034580,,359 Dirksen Senate Office Building,0,SenatorAngusSKingJr,202-224-1946,S2ME00109,2012,Angus King,M,KING,MES1,I,202-224-5344,SenAngusKing,22381,http://www.king.senate.gov/contact,https://www.king.senate.gov,https://youtube.com/SenatorAngusKing
270,C001035,1952-12-07,N00000491,,413 Dirksen Senate Office Building,0,susancollins,202-224-2693,S6ME00159,1996,Susan Collins,F,COLLINS,MES2,R,202-224-2523,SenatorCollins,379,http://www.collins.senate.gov/contact,http://www.collins.senate.gov,https://youtube.com/SenatorSusanCollins
271,B001289,1955-02-16,N00035380,,119 Cannon House Office Building,0,RepByrne,202-225-0562,H4AL01123,2013,Bradley Byrne,M,BYRNE,AL01,R,202-225-4931,RepByrne,27584,https://byrne.house.gov/contact/email-me,https://byrne.house.gov,
272,R000591,1976-07-27,N00030768,,442 Cannon House Office Building,0,Representative.Martha.Roby,202-225-8913,H0AL02087,2010,Martha Roby,F,ROBY,AL02,R,202-225-2901,RepMarthaRoby,71604,https://roby.house.gov/contact-me,http://roby.house.gov,https://youtube.com/reproby
273,R000575,1958-07-16,N00024759,,2184 Rayburn House Office Building,0,CongressmanMikeDRogers,202-226-8485,H2AL03032,2002,Mike D Rogers,M,ROGERS,AL03,R,202-225-3261,RepMikeRogersAL,5705,http://mike-rogers.house.gov/contact-mike/email-me,https://mikerogers.house.gov,https://youtube.com/MikeRogersAL03
274,A000055,1965-07-22,N00003028,,235 Cannon House Office Building,0,RobertAderholt,202-225-5587,H6AL04098,1996,Robert B Aderholt,M,ADERHOLT,AL04,R,202-225-4876,Robert_Aderholt,441,http://aderholt.house.gov/email-me2/,https://aderholt.house.gov,https://youtube.com/RobertAderholt
275,B001274,1954-04-29,N00030910,,2400 Rayburn House Office Building,0,155220881193244,202-225-4392,H0AL05163,2010,Mo Brooks,M,BROOKS,AL05,R,202-225-4801,RepMoBrooks,121610,https://brooks.house.gov/email-me,https://brooks.house.gov,https://youtube.com/RepMoBrooks
276,P000609,1954-05-14,N00035691,,330 Cannon House Office Building,0,CongressmanGaryPalmer,202-225-2082,H4AL06098,2014,Gary Palmer,M,PALMER,AL06,R,202-225-4921,USRepGaryPalmer,,,https://palmer.house.gov,
277,S001185,1965-01-01,N00030622,,2201 Rayburn House Office Building,0,RepSewell,202-226-9567,H0AL07086,2010,Terri A Sewell,F,SEWELL,AL07,D,202-225-2665,RepTerriSewell,121621,https://sewell.house.gov/email-me,https://sewell.house.gov,https://youtube.com/RepSewell
278,S001141,1946-12-24,N00003062,,326 Russell Senate Office Building,0,jeffsessions,202-224-3149,S6AL00195,1996,Jeff Sessions,M,SESSIONS,ALS1,R,202-224-4124,SenatorSessions,443,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,http://www.sessions.senate.gov/public,https://youtube.com/SenatorSessions
279,S000320,1934-05-06,N00009920,,304 Russell Senate Office Building,0,RichardShelby,202-224-3416,S6AL00013,1986,Richard C Shelby,M,SHELBY,ALS2,R,202-224-5744,SenShelby,53266,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,https://www.shelby.senate.gov,https://youtube.com/SenatorRichardShelby
280,C001084,1961-07-15,N00032019,,2244 Rayburn House Office Building,0,CongressmanDavidCicilline,202-225-3290,H0RI01073,2010,David Cicilline,M,CICILLINE,RI01,D,202-225-4911,RepCicilline,7349,https://cicilline.house.gov/contact-me/email-me,http://cicilline.house.gov,https://youtube.com/RepDavidCicilline
281,L000559,1964-04-22,N00009724,,2077 Rayburn House Office Building,0,CongressmanJimLangevin,202-225-5976,H0RI02139,2000,Jim Langevin,M,LANGEVIN,RI02,D,202-225-2735,JimLangevin,55787,https://langevin.house.gov/contact-me/email-me,http://langevin.house.gov,https://youtube.com/jimlangevin
282,W000802,1955-10-20,N00027533,,530 Hart Senate Office Building,0,SenatorWhitehouse,202-228-6362,S6RI00221,2006,Sheldon Whitehouse,M,WHITEHOUSE,RIS1,D,202-224-2921,SenWhitehouse,2572,http://www.whitehouse.senate.gov/contact,https://www.whitehouse.senate.gov,https://youtube.com/SenatorWhitehouse
283,R000122,1949-11-12,N00000362,,728 Hart Senate Office Building,0,SenJackReed,202-224-4680,S6RI00163,1996,Jack Reed,M,REED,RIS2,D,202-224-4642,SenJackReed,27060,https://www.reed.senate.gov/contact/,https://www.reed.senate.gov,https://youtube.com/SenatorReed
